client_name,note,created,products
gabriel,,2023-11-14,"Bife com purê (x1), Arroz branco (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Andreiver,,2023-11-14,"Bife com purê (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
Vitoria,sem feijão e sem salada de maionese,2023-11-14,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-14,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
danilo,,2023-11-14,"Bife com purê (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Marciela,Feliz dia e um ótimo feriado amanha!!,2023-11-14,"Bife com purê (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Duda,,2023-11-14,"Cozidão (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
danilo,,2023-11-13,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-11-13,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Marciela,Ótima e abençoada semana! Obs: Enviar a salada separada mesmo.,2023-11-13,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-13,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-11-13,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,SEM FEIJÃO,2023-11-13,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-11-13,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima e abençoada sexta! Não foi uma boa ideia colocar salada para todos. Melhor separado! Se possível envie um limão!! Obrigado ,2023-11-10,"Churrasco misto (x1), Completo (x1)"
dariobcalcada,"Favor colocar pouco Baião
Os demais, pode arrochar (kkkkk)
Farofa
Salada de maionese
Vinagrete

Muita LUZ!",2023-11-10,"Churrasco misto (x1), Baião (x1), Farofa (x1), Salada de maionese (x1), Vinagrete (x1)"
Duda,,2023-11-10,"Churrasco misto (x1), Baião (x1), Macarrão (x1), Purê (x1), Salada de maionese (x1), Vinagrete (x1)"
Vitoria,"Saladas individuais, por favor   ;)",2023-11-10,"Churrasco misto (x1), Baião (x1), Farofa (x1), Salada verde (x1), Vinagrete (x1)"
danilo,Substituir linguiça e carne de porco por mais carne e frango,2023-11-10,"Churrasco misto (x1), Completo (x1)"
Fernanda,,2023-11-10,"Churrasco misto (x1), Baião (x1), Farofa (x1), Purê (x1), Salada de maionese (x1), Salada verde (x1), Vinagrete (x1)"
Eric,,2023-11-10,"Churrasco misto (x1), Baião (x1), Completo (x1), Farofa (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
Andreiver,Sem Vinagrete,2023-11-10,"Churrasco misto (x1), Baião (x1), Farofa (x1), Purê (x1), Salada de maionese (x1), Salada verde (x1)"
gabriel,substituir a carne de porco por gado ou linguiça.,2023-11-10,"Churrasco misto (x1), Completo (x1)"
Marciela,"Salada de maionese, bom dia, obrigada!",2023-11-09,"Galinha ao molho (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-11-09,"Lasanha (x1), Baião (x1), Farofa (x1), Salada verde (x1)"
Duda,,2023-11-09,"Frango frito (x1), Galinha ao molho (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-09,"Lasanha (x1), Baião (x1), Macarrão (x1), Salada verde (x1)"
danilo,,2023-11-09,"Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-11-09,"Frango frito (x1), Baião (x1), Salada verde (x1)"
gabriel,,2023-11-09,"Bife acebolado (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-11-08,"Churrasco misto (x1), Completo (x1)"
Andreiver,Sem vinagrete,2023-11-08,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Purê (x1), Salada verde (x1)"
Vitoria,sem purê,2023-11-08,"Churrasco misto (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1), Vinagrete (x1)"
Marciela,"Ótimo dia!! Amei a opção de hoje! Parabéns! Obs: Poderia ter colocado a opção de Baião, amamos o seu!!",2023-11-08,"Churrasco misto (x1), Completo (x1)"
Duda,,2023-11-08,"Churrasco misto (x1), Completo (x1)"
Sadja,,2023-11-08,"Churrasco misto (x1), Completo (x1)"
danilo,,2023-11-08,"Churrasco misto (x1), Completo (x1)"
Eric,,2023-11-08,"Churrasco misto (x1), Completo (x1)"
Marciela,"Ótima e abençoada terça :) **
",2023-11-07,"Assado de Panela (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Andreiver,,2023-11-07,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
Duda,,2023-11-07,"Porco assado na panela (x1), Baião (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Vitoria,,2023-11-07,"Porco assado na panela (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-07,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-11-07,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
gabriel,,2023-11-06,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,"Por favor, se não for pedir muito, colocar menos arroz e mais salada",2023-11-06,"Assado de Panela (x1), Baião (x1), Feijão (x1)"
Sadja,,2023-11-06,"Assado de Panela (x1), Baião (x1), Farofa (x1), Salada verde (x1)"
danilo,Pouco arroz,2023-11-06,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
dariobcalcada,Muito obrigado pela energia positiva que vem pelo alimento. Muita LUZ!,2023-11-06,"Galinha ao molho (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-11-06,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Marciela,Que nossa semana seja abencoada e produtiva✨️🙏,2023-11-06,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-06,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-11-06,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,Sem feijão,2023-11-03,"Peixe Frito (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-11-03,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Marciela,Ótima sexta 🙏✨️,2023-11-03,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-11-03,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-11-03,"Galinha ao molho (x1), Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2023-11-03,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
gabriel,Enviar Salada verde separada!,2023-11-03,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-11-01,"Lasanha de frango (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
Eric,,2023-11-01,"Lasanha de frango (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-11-01,"Lasanha de frango (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Andreiver,,2023-11-01,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
Duda,,2023-11-01,"Frango assado no forno (x1), Baião (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Marciela,Um mês de Novembro abençoado 🙏 😊,2023-11-01,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Eric,,2023-10-31,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Otimo dia 🙏🤗  Hoje sem feijão amada. Obrigada😘,2023-10-31,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Duda,,2023-10-31,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Vitoria,SEM FEIJÃO,2023-10-31,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-10-31,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Andreiver,,2023-10-31,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
Eric,,2023-10-30,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima semana!! :) ,2023-10-30,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-10-30,"Peixe Frito (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-10-30,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2023-10-30,"Frango assado no forno (x1), Arroz branco (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-10-30,"Panelada (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Hum já estou com fome 🤗 Amo carne de sol!! Ótimo dia 🥰,2023-10-27,"Carne de sol acebolada (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-10-27,"Frango cremoso (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-10-27,"Frango cremoso (x1), Arroz branco (x1), Farofa (x1), Salada verde (x1)"
Andreiver,Sem muita cebola na carne de sol,2023-10-27,"Carne de sol acebolada (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Duda,,2023-10-27,"Carne de sol acebolada (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-10-27,"Carne de sol acebolada (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Fernanda,,2023-10-27,"Carne de sol acebolada (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
danilo,,2023-10-27,"Carne de sol acebolada (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Feliz quinta 🥰 Obrigado pelo limão de ontem!! 😘,2023-10-26,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
danilo,,2023-10-26,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
Sadja,,2023-10-26,"Peixe Frito (x1), Baião (x1), Farofa (x1), Salada de maionese (x1)"
Eric,,2023-10-26,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-10-26,"Peixe Frito (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-10-26,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
gabriel,,2023-10-26,"Frango assado no forno (x1), Arroz branco (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
Eric,,2023-10-25,"Lasanha de frango (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,"Ótima quarta 🥰 Fechar bem, da última vez derramou o caldo!! Se possível me envie um limão. Obrigadoooo 😘",2023-10-25,"Cozidão (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-10-25,"Lasanha de frango (x1), Arroz branco (x1), Salada verde (x1)"
Duda,,2023-10-25,"Fígado acebolado (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-10-25,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-10-25,"Lasanha de frango (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-10-24,"Porco assado na panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Eric,salada verde,2023-10-24,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Vitoria,,2023-10-24,"Feijoada (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
Marciela,Ótima terça feira ,2023-10-24,"Porco assado na panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1)"
Andreiver,,2023-10-24,"Bife com purê (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1)"
gabriel,,2023-10-24,"Bife com purê (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Andreiver,,2023-10-23,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
gabriel,,2023-10-23,"Assado de Panela (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
nathanaelbryan,Mais salada e menos arroz,2023-10-23,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Eric,,2023-10-23,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Marciela,Ótima semana 🌟🙏,2023-10-23,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-10-23,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-10-23,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-10-20,"Picadinho de carne (x1), Baião (x1), Macarrão (x1), Salada de maionese (x1)"
Marciela,Salada verde!! Ótima sexta ,2023-10-20,"Galinha ao molho (x1), Baião (x1), Farofa (x1), Macarrão (x1)"
dariobcalcada,,2023-10-20,"Feijoada (x1), Farofa (x1)"
danilo,Pouco arroz,2023-10-20,"Picadinho de carne (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Farofa (x1), Salada de maionese (x1)"
Sadja,,2023-10-20,"Picadinho de carne (x1), Arroz branco (x1), Feijão (x1), Farofa (x1)"
Eric,salada verde,2023-10-20,"Feijoada (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
Andreiver,,2023-10-20,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1)"
Vitoria,,2023-10-20,"Feijoada (x1), Arroz branco (x1), Farofa (x1)"
gabriel,Salada verde,2023-10-20,"Picadinho de carne (x1), Baião (x1), Macarrão (x1), Salada de maionese (x1)"
gabriel,,2023-10-18,"Strogonoff de frango (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Eric,Salada Verde,2023-10-18,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Vitoria,,2023-10-18,"Strogonoff de frango (x1), Arroz branco (x1), Macarrão (x1)"
Andreiver,,2023-10-18,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1)"
Duda,,2023-10-18,"Strogonoff de frango (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Marciela,Salada verde por favor!! Ótima quarta 🌻,2023-10-18,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Marciela,Ótima quarta!! ,2023-10-17,"Porco Assado no forno (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-10-17,"Bife com purê (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Duda,,2023-10-17,"Porco Assado no forno (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-10-17,"Porco Assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-10-17,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-10-17,"Bife com purê (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Vitoria,,2023-10-16,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1)"
Marciela,Otima segunda!! gostaria de avisar que o frango da ultima vez veio mal passado. Quero pedir para vir mais assado. Obrigado ,2023-10-16,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada de maionese (x1)"
Andreiver,,2023-10-16,"Frango assado no forno (x1), Arroz branco (x1), Feijão preto (x1), Salada de maionese (x1)"
Eric,salada verde,2023-10-16,"Assado de Panela (x1), Baião (x1), Farofa (x1), Macarrão (x1)"
Duda,,2023-10-16,"Galinha ao molho (x1), Baião (x1), Feijão preto (x1), Macarrão (x1), Salada de maionese (x1)"
gabriel,,2023-10-16,"Frango assado no forno (x1), Arroz branco (x1), Macarrão (x1), Salada de maionese (x1)"
Andreiver,,2023-10-13,"Lasanha de frango (x1), Arroz branco (x1), Salada verde (x1)"
danilo,,2023-10-13,"Almôndegas cremosas (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Sadja,,2023-10-13,"Feijoada (x1), Arroz branco (x1), Farofa (x1)"
marcos@higia,,2023-10-13,"Almôndegas cremosas (x1), Lasanha de frango (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1)"
Marciela,Ótima sexta ,2023-10-13,"Peixe Frito (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-10-13,"Almôndegas cremosas (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
matheusHigia,,2023-10-13,"Almôndegas cremosas (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Arch,,2023-10-13,"Lasanha de frango (x1), Arroz branco (x1)"
Vitoria,,2023-10-13,"Lasanha de frango (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Eric,,2023-10-13,"Lasanha de frango (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-10-13,"Almôndegas cremosas (x1), Arroz branco (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Eric,Salada Verde,2023-10-11,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Macarrão (x1)"
Vitoria,,2023-10-11,"Frango assado no forno (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1)"
Marciela,Ótima quarta ,2023-10-11,"Frango assado no forno (x1), Farofa (x1), Macarrão (x1), Maria Isabel (x1), Salada de maionese (x1)"
Duda,,2023-10-11,"Frango assado no forno (x1), Baião (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Andreiver,,2023-10-11,"Frango assado no forno (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1)"
gabriel,,2023-10-11,"Frango assado no forno (x1), Macarrão (x1), Maria Isabel (x1), Salada de maionese (x1)"
Marciela,Otimo dia!! Se possível coloque um limão por favor!! ,2023-10-10,"Peixe Frito (x1), Baião (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-10-10,"Bife com purê (x1), Arroz branco (x1), Feijão (x1), Salada de maionese (x1), Salada verde (x1)"
Vitoria,,2023-10-10,"Peixe Frito (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
Duda,,2023-10-10,"Porco ao molho (x1), Baião (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada de maionese (x1)"
Eric,,2023-10-10,"Bife ao molho madeira (x1), Baião (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
gabriel,,2023-10-10,"Bife com purê (x1), Baião (x1), Macarrão (x1), Salada de maionese (x1), Salada verde (x1)"
gabriel,,2023-10-09,"Assado de Panela (x1), Arroz branco (x1), Farofa (x1), Feijão (x1), Macarrão (x1), Salada verde (x1)"
Andreiver,,2023-10-09,"Galinha ao molho (x1), Arroz branco (x1), Feijão (x1), Salada verde (x1)"
Vitoria,"Recado: 
comida excelente, principalmente a farofa :D",2023-10-09,"Galinha ao molho (x1), Arroz branco (x1), Farofa (x1), Macarrão (x1), Salada verde (x1)"
